FAILURE,YEAR_CONSTRUCTION,YEAR_ACTIVE,AGE,CABLE_COX1,CABLE_COX2,COX1==COX2,CONSTRUCTION_ORIG,CONSTRUCTION_EXP,CONSTRUCTION_COX,GROUND_TYPE,SUBSIDENCE,DEWATERING_DEPTH_CM
False,2003.0,2003.0,15.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Gietharsmof,Gietharsmof,Gietharsmof,"Bebouwing, enz",0,-0.5
False,2011.0,2011.0,7.0,,,False,Krimpmof Cellpack,Krimpmof,Krimpmof,Lichte zavel,0,-2.99999999
False,1947.0,,71.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zware zavel,1,-2.0
False,1985.0,1985.0,33.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Zware zavel,0,-1.5
False,2012.0,2012.0,6.0,,,False,Krimpmof Kabeldon,Krimpmof,Krimpmof,"Bebouwing, enz",0,-0.5
False,2009.0,2009.0,9.0,XLPE,GPLK_NA_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Moerig op zand,0,-2.0
True,1991.0,1991.0,18.0,,GPLK_NA_1978,False,Oliemof,Oliemof,Oliemof,Veen,1,-0.5
True,1994.0,1994.0,18.0,,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-2.5
True,2000.0,,15.0,,XLPE,False,Onbekend,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-2.0
False,2010.0,2010.0,8.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Lichte zavel,0,-0.5
False,2010.0,2010.0,8.0,XLPE,GPLK_VOOR_1978,False,Onbekend,Krimpmof,Krimpmof,"Bebouwing, enz",1,-3.0
True,2007.0,2007.0,8.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,-0.5
True,2013.0,2013.0,2.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Lichte klei,1,-2.0
False,1971.0,1971.0,47.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Krimpmof,Krimpmof,"Bebouwing, enz",1,-2.5
False,1982.0,,36.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",0,-2.0
False,2006.0,2006.0,12.0,GPLK_VOOR_1978,XLPE,False,Overig,Overig,Overig,Lichte zavel,0,-1.5
False,1997.0,1997.0,21.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Overig,Overig,Overig,Lichte klei,0,0.0
True,1980.0,1980.0,32.0,,,False,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-5.0
False,1980.0,1980.0,38.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-2.0
False,1977.0,1977.0,41.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Zware zavel,0,-1.5
False,2012.0,2012.0,6.0,,,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-1.5
True,1972.0,,42.0,,,False,Onbekend,Oliemof,Oliemof,Zand,0,-41.5
False,2017.0,2017.0,1.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-3.0
False,1989.0,1989.0,29.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",0,-2.5
False,1982.0,,36.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-5.0
False,2016.0,2016.0,2.0,GPLK_NA_1978,,False,Kabeldon,Kabeldon,Kabeldon,Veen,1,2.5
True,2014.0,2014.0,1.0,,,False,Krimpmof Cellpack,Krimpmof,Krimpmof,Moerig op zand,0,-0.49999999
False,2013.0,2013.0,5.0,,GPLK_VOOR_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware klei,1,-1.5
False,2005.0,2005.0,13.0,XLPE,GPLK_NA_1978,False,Lovinolmof,Lovinolmof,LOVINOL_1,Water,1,-3.0
False,1939.0,,79.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zand,0,-6.0
False,1991.0,1991.0,27.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.5
False,1978.0,1978.0,40.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-2.0
False,2003.0,2003.0,15.0,XLPE,XLPE,True,Onbekend,Onbekend,Onbekend,"Bebouwing, enz",0,-1.0
False,2010.0,2010.0,8.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-1.5
True,1967.0,,49.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Massamof,Massamof,Massamof,Veen,1,-2.0
False,2017.0,2017.0,1.0,,,False,Krimpmof Raychem,Kunststofmof,Krimpmof,Lichte klei,0,-3.0
True,1975.0,1975.0,37.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-0.5
False,2015.0,2015.0,3.0,,XLPE,False,Wikkelmof Overig,Overig,Overig,Zand,0,0.0
True,2006.0,2006.0,7.0,,,False,Wikkelmof Overig,Overig,Overig,Zware klei,1,-2.0
False,1985.0,,33.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",0,-2.49999999
True,2012.0,,0.0,,,False,Massamof,Massamof,Massamof,Zware klei,0,-0.5
False,1964.0,1964.0,54.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Water,0,-3.0
False,1973.0,,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Nekaldietmof,Nekaldietmof,Lichte klei,1,-2.5
False,1962.0,1962.0,56.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Massamof,Massamof,Massamof,"Bebouwing, enz",0,-0.99999999
True,1978.0,,35.0,,GPLK_NA_1978,False,Onbekend,Nekaldietmof,Nekaldietmof,Zand,1,-0.5
False,1989.0,1989.0,29.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zand,0,-0.49999999
False,2009.0,2009.0,9.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Zware zavel,0,-0.99999999
True,1999.0,1999.0,10.0,,,False,Onbekend,Gietharsmof,Gietharsmof,Zware zavel,0,-1.5
True,2001.0,2001.0,7.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Gietharsmof,Gietharsmof,Gietharsmof,Lichte klei,0,0.5
False,1999.0,1999.0,19.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,Lichte klei,1,-3.5
False,1959.0,1959.0,59.0,GPLK_VOOR_1978,,False,Onbekend,Massamof,Massamof,Zand,0,-0.49999999
False,2013.0,2013.0,5.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.5
True,1999.0,1999.0,12.0,,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-2.49999999
False,1997.0,,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,Zware klei,0,-1.0
True,1994.0,1994.0,22.0,,,False,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-3.5
False,1975.0,1975.0,43.0,,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,Zware zavel,0,-1.0
False,1985.0,1985.0,33.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zware zavel,0,-0.49999999
False,1998.0,1998.0,20.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",0,-2.5
False,2011.0,2011.0,7.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-1.5
True,1991.0,1991.0,20.0,,,False,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",1,-1.5
True,1980.0,,32.0,XLPE,,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-7.0
False,1985.0,1985.0,33.0,GPLK_VOOR_1978,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-2.99999999
False,1981.0,1981.0,37.0,,GPLK_NA_1978,False,Overig,Overig,Overig,Lichte klei,0,0.0
True,1970.0,1970.0,46.0,GPLK_VOOR_1978,,False,Overig,Overig,Overig,"Bebouwing, enz",1,0.49999999
False,2008.0,2008.0,10.0,XLPE,XLPE,True,Onbekend,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.0
False,1965.0,,53.0,,GPLK_VOOR_1978,False,Onbekend,Oliemof,Oliemof,Zware zavel,0,-1.0
False,2009.0,2009.0,9.0,XLPE,XLPE,True,Krimpmof Raychem,Krimpmof,Krimpmof,Zware klei,0,-2.99999999
False,1968.0,1968.0,50.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-1.49999999
False,1971.0,1971.0,47.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-1.0
False,1972.0,,46.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-2.5
True,1970.0,,42.0,Onbekend,Onbekend,True,Onbekend,Onbekend,Onbekend,Lichte klei,1,-0.5
False,2009.0,2009.0,9.0,GPLK_VOOR_1978,XLPE,False,Kunststofmof,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-0.5
False,1975.0,,43.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Zware klei,0,-4.49999999
True,2003.0,2003.0,9.0,,XLPE,False,Overgangsmof,Overig,Overig,"Bebouwing, enz",1,-3.5
True,2010.0,2010.0,1.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-1.5
False,2006.0,2006.0,12.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Wikkelmof Cellpack,Overig,Overig,Zand,0,-0.5
True,1998.0,1998.0,10.0,GPLK_NA_1978,GPLK_NA_1978,True,Gietharsmof,Gietharsmof,Gietharsmof,Zware klei,1,0.0
False,2011.0,2011.0,7.0,XLPE,GPLK_VOOR_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zand,0,-2.99999999
False,1996.0,1996.0,22.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-3.0
False,2008.0,2008.0,10.0,XLPE,XLPE,True,Krimpmof Raychem,Krimpmof,Krimpmof,Lichte klei,0,-2.5
False,1980.0,1980.0,38.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-0.49999999
False,1997.0,1997.0,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Overig,Overig,Overig,"Bebouwing, enz",1,-1.99999999
False,1946.0,,72.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",0,-17.16820933
False,2007.0,2007.0,11.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware zavel,0,-1.5
False,1990.0,,28.0,GPLK_NA_1978,GPLK_NA_1978,True,Massamof,Massamof,Massamof,Zware zavel,0,-1.5
False,2011.0,2011.0,7.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Lichte zavel,0,0.0
False,1959.0,,59.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-2.49999999
True,1975.0,1975.0,36.0,,GPLK_VOOR_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Lichte zavel,1,0.5
False,2000.0,,18.0,XLPE,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-3.5
False,1916.0,1916.0,102.0,GPLK_VOOR_1978,,False,Onbekend,Massamof,Massamof,"Bebouwing, enz",1,-2.0
False,1993.0,,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,"Bebouwing, enz",0,-2.5
True,1973.0,1973.0,36.0,Onbekend,Onbekend,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",1,-1.0
False,1982.0,1982.0,36.0,GPLK_NA_1978,GPLK_NA_1978,True,Kunststofmof Overig,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.5
False,2001.0,2001.0,17.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zware klei,1,-1.0
False,1973.0,1973.0,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",0,-0.5
True,1989.0,,24.0,,,False,Onbekend,Lovinolmof,LOVINOL_3,Lichte zavel,0,-1.99999999
False,2011.0,2011.0,7.0,XLPE,XLPE,True,Kunststofmof ABB,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-0.5
True,2002.0,2002.0,7.0,,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-4.49999999
False,2011.0,2011.0,7.0,,XLPE,False,Onbekend,Kunststofmof,Krimpmof,Zware zavel,0,-1.5
False,1995.0,1995.0,23.0,,GPLK_VOOR_1978,False,Kabeldon,Kabeldon,Kabeldon,Zand,0,-4.0
False,1951.0,1951.0,67.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Lichte zavel,1,-2.0
False,2014.0,2014.0,4.0,XLPE,GPLK_VOOR_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Veen,1,-1.0
False,1964.0,1964.0,54.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Lichte klei,0,-2.5
False,1982.0,1982.0,36.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Overig,Overig,Overig,"Bebouwing, enz",1,0.0
False,1966.0,,52.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.0
False,1990.0,1990.0,28.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Veen,1,-1.49999999
False,2011.0,2011.0,7.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-8.5
False,1961.0,,57.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",1,-1.5
False,2015.0,2015.0,3.0,,,False,Krimpmof Raychem,Kunststofmof,Krimpmof,Zand,0,-2.99999999
False,1974.0,,44.0,GPLK_VOOR_1978,,False,Onbekend,Oliemof,Oliemof,Zand,0,-0.49999999
False,1993.0,1993.0,25.0,GPLK_NA_1978,,False,Onbekend,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-3.0
False,2015.0,2015.0,3.0,GPLK_NA_1978,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",1,-1.79470345
False,2003.0,2003.0,15.0,,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-18.0
False,2009.0,2009.0,9.0,XLPE,XLPE,True,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-2.5
True,1995.0,1995.0,16.0,,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_3,Lichte klei,0,-3.5
True,1996.0,,14.0,,GPLK_NA_1978,False,Massamof,Massamof,Massamof,Veen,1,-1.5
False,1982.0,1982.0,36.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,Zware zavel,1,-0.49999999
False,1996.0,1996.0,22.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.49999999
False,2015.0,2015.0,3.0,,,False,Krimpmof,Krimpmof,Krimpmof,"Bebouwing, enz",0,-0.5
True,1973.0,,41.0,,GPLK_VOOR_1978,False,Onbekend,Nekaldietmof,Nekaldietmof,Zware klei,0,0.0
False,1992.0,1992.0,26.0,GPLK_NA_1978,GPLK_NA_1978,True,Lovinolmof,Lovinolmof,LOVINOL_5,Zware klei,1,-1.5
False,1995.0,,23.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_3,Lichte klei,0,-0.49999999
True,1980.0,1980.0,30.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Zand,0,-6.49999999
False,1955.0,1955.0,63.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,"Bebouwing, enz",0,-22.76518617
False,2011.0,2011.0,7.0,,,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zand,1,-0.5
True,1969.0,,44.0,,GPLK_VOOR_1978,False,Massamof,Massamof,Massamof,Zware klei,0,-1.0
False,2014.0,2014.0,4.0,XLPE,XLPE,True,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-1.0
False,1974.0,1974.0,44.0,,GPLK_VOOR_1978,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-2.0
False,2007.0,2007.0,11.0,XLPE,XLPE,True,Kunststofmof ABB,Kunststofmof,Krimpmof,Veen,0,1.0
True,1996.0,1996.0,13.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Kabeldon,Kabeldon,Veen,1,-2.49999999
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,0.0
False,1997.0,1997.0,21.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-2.5
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Lichte klei,0,0.0
False,2004.0,2004.0,14.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-0.5
False,1996.0,,22.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Zand,0,-0.5
True,2005.0,2005.0,4.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Kabeldon,Kabeldon,Kabeldon,Lichte klei,1,-3.5
False,1997.0,1997.0,21.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,-1.0
False,2009.0,2009.0,9.0,,GPLK,False,Onbekend,Krimpmof,Krimpmof,"Bebouwing, enz",1,-4.5
False,1980.0,1980.0,38.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",1,-2.0
False,1974.0,,44.0,GPLK_VOOR_1978,,False,Massamof,Massamof,Massamof,Zware zavel,1,-2.0
False,2011.0,2011.0,7.0,,GPLK_NA_1978,False,Krimpmof Tyco,Krimpmof,Krimpmof,"Bebouwing, enz",0,-2.5
False,1984.0,1984.0,34.0,GPLK_NA_1978,,False,Kabeldon,Kabeldon,Kabeldon,Zand,0,-1.5
False,2012.0,2012.0,6.0,GPLK_NA_1978,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-2.0
False,1953.0,,65.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Zand,0,-3.0
False,1988.0,,30.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,0.5
False,1973.0,,45.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-0.49999999
False,1963.0,1963.0,55.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,Lichte klei,1,0.49999999
False,1986.0,,32.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-0.49999999
False,1995.0,1995.0,23.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-0.99999999
False,1999.0,,19.0,GPLK_VOOR_1978,XLPE,False,Onbekend,Lovinolmof,LOVINOL_4,"Bebouwing, enz",0,-2.99999999
True,2006.0,2006.0,1.0,XLPE,XLPE,True,Onbekend,Kabeldon,Kabeldon,"Bebouwing, enz",0,-4.5
False,1984.0,,34.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.5
True,1973.0,1973.0,42.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Lichte klei,0,-1.0
False,2011.0,2011.0,7.0,XLPE,XLPE,True,Kunststofmof Raychem,Kunststofmof,Krimpmof,Zware klei,1,-0.5
True,1975.0,1975.0,40.0,,,False,Nekaldietmof,Nekaldietmof,Nekaldietmof,Veen,1,-2.0
False,2017.0,2017.0,1.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,Zware zavel,0,0.0
True,2008.0,,1.0,XLPE,XLPE,True,Onbekend,Krimpmof,Krimpmof,"Bebouwing, enz",0,0.0
False,1976.0,1976.0,42.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Oliemof,Oliemof,Zand,0,-4.5
False,2004.0,2004.0,14.0,GPLK_NA_1978,GPLK_NA_1978,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",1,-1.0
False,1980.0,1980.0,38.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Overig,Overig,Overig,Veen,1,0.0
True,2012.0,2012.0,2.0,GPLK_VOOR_1978,,False,Kunststofmof,Kunststofmof,Krimpmof,Lichte klei,0,-1.99999999
False,2009.0,2009.0,9.0,XLPE,GPLK_NA_1978,False,Krimpmof Raychem,Krimpmof,Krimpmof,Lichte klei,0,-2.99999999
True,1973.0,1973.0,38.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",1,-4.5
False,1981.0,1981.0,37.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-2.0
False,1988.0,1988.0,30.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Zware zavel,0,-2.99999999
True,2005.0,2005.0,6.0,,XLPE,False,Lovinolmof,Lovinolmof,LOVINOL_3,Zware zavel,0,-3.0
False,1994.0,1994.0,24.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",1,-2.5
False,1989.0,1989.0,29.0,GPLK_NA_1978,GPLK_NA_1978,True,Oliemof,Oliemof,Oliemof,Zware zavel,0,-2.0
False,2001.0,2001.0,17.0,,GPLK_VOOR_1978,False,Lovinolmof,Lovinolmof,LOVINOL_3,"Bebouwing, enz",0,-2.99999999
True,1988.0,,22.0,,GPLK_NA_1978,False,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-4.0
False,2011.0,2011.0,7.0,,,False,Krimpmof,Krimpmof,Krimpmof,Zware zavel,1,1.0
False,2007.0,2007.0,11.0,XLPE,GPLK_VOOR_1978,False,Lovinolmof,Lovinolmof,LOVINOL_4,Lichte zavel,0,0.5
False,1998.0,1998.0,20.0,XLPE,XLPE,True,Lovinolmof,Lovinolmof,LOVINOL_2,Zware zavel,0,-1.0
False,2010.0,2010.0,8.0,,XLPE,False,Krimpmof Raychem,Krimpmof,Krimpmof,"Bebouwing, enz",0,-0.99999999
False,2001.0,2001.0,17.0,XLPE,XLPE,True,Onbekend,Gietharsmof,Gietharsmof,"Bebouwing, enz",1,-2.5
True,1919.0,,90.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,Lichte zavel,0,-0.5
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Lovinolmof,LOVINOL_5,Lichte klei,0,0.0
False,1934.0,1934.0,84.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",0,-1.99999999
False,2001.0,2001.0,17.0,,XLPE,False,Kunststofmof Raychem,Kunststofmof,Krimpmof,Lichte klei,1,-1.0
False,2018.0,2018.0,0.0,XLPE,XLPE,True,Kunststofmof Overig,Kunststofmof,Krimpmof,Lichte klei,1,-2.5
False,1984.0,,34.0,GPLK_NA_1978,GPLK_NA_1978,True,Onbekend,Oliemof,Oliemof,"Bebouwing, enz",0,-2.99999999
True,2012.0,2012.0,4.0,,XLPE,False,Kunststofmof Overig,Kunststofmof,Krimpmof,"Bebouwing, enz",0,-2.0
False,2014.0,2014.0,4.0,XLPE,XLPE,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",0,-0.99999999
True,2007.0,2007.0,6.0,,GPLK_VOOR_1978,False,Overig,Overig,Overig,"Bebouwing, enz",1,-1.5
False,2003.0,2003.0,15.0,XLPE,GPLK_NA_1978,False,Onbekend,Lovinolmof,LOVINOL_1,"Bebouwing, enz",1,-2.0
False,2017.0,2017.0,1.0,Overig,Overig,True,Kunststofmof Kabeldon,Kunststofmof,Krimpmof,Moerig op zand,1,-2.0
False,2016.0,2016.0,2.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Krimpmof Cellpack,Krimpmof,Krimpmof,Veen,1,-1.5
True,1980.0,1980.0,36.0,,GPLK_NA_1978,False,Onbekend,Nekaldietmof,Nekaldietmof,Zand,1,-0.5
False,2007.0,2007.0,11.0,,GPLK_VOOR_1978,False,Onbekend,Kunststofmof,Krimpmof,"Bebouwing, enz",1,-2.0
False,2016.0,2016.0,2.0,,XLPE,False,Krimpmof Raychem,Kunststofmof,Krimpmof,Water,0,0.5
False,1958.0,1958.0,60.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Onbekend,Massamof,Massamof,Water,0,-1.0
False,2002.0,2002.0,16.0,GPLK_VOOR_1978,XLPE,False,Onbekend,Lovinolmof,LOVINOL_4,Zand,0,-1.0
True,1963.0,,47.0,,GPLK_VOOR_1978,False,Massamof,Massamof,Massamof,Zware klei,0,-1.5
True,1972.0,1972.0,37.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Nekaldietmof,Nekaldietmof,Nekaldietmof,"Bebouwing, enz",0,-4.5
False,2000.0,2000.0,18.0,GPLK_VOOR_1978,GPLK_NA_1978,False,Kabeldon,Kabeldon,Kabeldon,Zand,0,-3.49999999
False,1995.0,1995.0,23.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,Zand,0,-0.5
False,1993.0,1993.0,25.0,GPLK_NA_1978,GPLK_VOOR_1978,False,Oliemof,Oliemof,Oliemof,"Bebouwing, enz",1,-2.25053768
False,2003.0,2003.0,15.0,GPLK_VOOR_1978,GPLK_VOOR_1978,True,Kabeldon,Kabeldon,Kabeldon,"Bebouwing, enz",1,0.0
